age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
24,6,292699,9,0,3,3,4,0,0,0,40,29,0
47,4,92176,7,2,1,3,4,1,0,0,46,39,0
20,4,124700,15,4,1,3,4,0,0,0,50,39,0
31,4,97838,15,2,6,0,0,1,0,0,40,39,0
38,6,76540,14,0,10,4,4,1,0,0,36,39,0
59,4,118798,15,4,9,5,4,0,0,0,25,39,0
47,4,153471,11,2,7,2,4,1,0,0,40,39,0
42,4,116974,15,4,1,1,2,0,0,0,15,39,0
30,0,111461,2,4,0,3,4,0,0,0,12,39,0
19,4,91584,15,4,1,3,4,0,0,0,34,39,0
26,5,121122,9,0,12,0,4,0,0,0,40,39,0
67,7,106481,15,2,4,1,4,1,0,0,50,32,1
18,4,246612,11,4,6,3,2,1,0,0,18,39,0
20,4,114760,6,2,1,3,4,1,0,0,84,39,0
23,4,150003,4,2,1,4,4,0,0,0,20,39,0
42,4,164398,15,4,8,3,4,0,0,0,40,39,0
20,4,107607,15,4,1,1,4,1,0,0,40,39,0
48,4,173018,11,2,0,1,4,1,0,0,40,39,0
50,4,224404,15,2,10,0,4,1,0,0,40,39,0
39,3,76094,8,6,13,0,4,0,0,0,40,39,0
26,4,112715,0,4,0,0,4,1,0,0,40,39,0
35,4,82434,11,4,3,3,4,1,0,0,40,39,0
48,6,224245,15,4,12,0,4,1,0,0,40,39,0
31,4,203117,11,2,0,3,4,1,0,0,40,39,0
31,6,329785,9,2,7,3,2,1,0,0,40,39,0
26,4,110926,11,2,8,0,4,0,0,5916,40,39,0
53,4,190806,8,2,12,3,2,0,0,0,40,39,0
37,4,166695,11,2,4,0,4,1,14090,0,50,39,1
33,4,203157,12,2,12,0,4,1,14090,0,48,39,1
22,4,286717,9,4,9,4,4,1,0,0,15,39,0
24,4,155507,7,2,6,3,4,0,0,0,40,39,0
38,4,210539,11,2,12,0,4,1,0,0,40,39,1
61,4,109208,8,2,1,1,4,1,0,0,40,39,0
24,2,74603,15,0,9,0,4,1,0,0,40,39,0
36,4,136204,9,2,4,0,4,1,0,0,47,5,0
41,4,114852,15,4,12,0,4,1,0,0,46,39,0
37,6,48142,5,2,3,0,4,1,0,0,50,39,1
19,4,124187,11,4,1,3,4,0,0,0,35,39,0
38,4,115074,11,4,12,0,2,1,0,0,40,39,0
50,4,194013,9,4,3,4,4,1,0,0,40,39,0
52,4,48771,11,2,3,0,4,1,0,0,40,39,0
52,4,210506,15,2,12,1,2,1,0,0,40,39,0
27,4,210407,11,2,12,3,2,1,0,0,40,39,0
42,4,92680,15,4,3,1,4,1,0,0,40,39,1
69,6,343500,15,4,12,5,2,1,0,0,40,39,0
25,4,177169,15,4,1,4,4,1,0,0,22,39,0
52,4,299815,15,4,12,4,4,1,0,0,40,39,0
25,4,111378,15,4,5,0,4,0,0,0,11,39,0
68,6,261513,11,2,14,1,4,1,0,0,23,39,0
56,0,461735,15,4,12,4,2,1,0,0,40,39,0
52,4,170667,11,4,8,1,4,0,0,0,22,39,0
37,4,145205,14,2,1,0,4,0,0,0,20,9,0
25,6,152713,9,2,0,3,4,1,0,0,71,39,0
60,4,206165,15,4,12,4,2,0,0,0,40,39,0
33,5,144550,12,0,10,4,4,1,0,0,40,39,1
26,0,135685,15,4,1,0,4,0,0,0,40,39,0
67,0,414020,15,4,1,0,4,1,48419,0,85,39,1
23,4,117812,9,2,1,1,4,1,0,0,40,39,0
26,4,273484,15,4,12,1,4,1,0,0,40,39,0
32,4,258172,11,4,12,0,2,0,0,0,46,39,0
26,4,65806,11,2,1,0,4,1,0,0,40,39,0
51,6,262909,11,2,3,5,4,1,0,0,84,39,0
36,4,148854,11,2,12,0,4,1,0,0,47,39,0
41,4,78980,9,2,0,0,4,1,0,0,46,40,0
24,4,88865,11,2,1,0,4,0,0,0,40,39,0
22,4,104569,11,4,12,3,4,0,0,0,40,39,0
20,4,324785,9,2,5,3,4,0,0,0,40,5,0
32,4,205363,9,2,3,0,4,1,14090,0,50,39,1
47,4,152978,9,0,14,0,4,1,0,0,40,39,1
20,4,336579,11,4,1,3,4,0,0,0,40,29,0
61,4,39555,15,2,10,4,4,0,0,0,50,39,0
26,4,196339,9,2,10,0,4,1,14090,0,50,39,1
29,1,94675,9,0,3,0,4,1,0,0,50,39,1
59,4,314752,15,4,12,4,2,1,0,0,40,39,0
31,4,62111,6,4,10,3,4,1,0,0,50,39,0
41,4,170569,11,2,0,1,4,0,0,0,40,39,0
36,6,251224,11,2,8,0,4,1,0,0,40,39,0
22,4,110420,15,4,6,5,2,0,0,0,14,8,0
47,4,208273,11,2,1,1,4,1,0,0,40,39,0
38,6,81914,9,2,12,5,4,1,0,0,40,39,0
43,4,122841,15,2,4,0,4,1,48482,0,50,39,1
47,4,156720,11,0,8,0,4,0,0,0,40,39,0
49,4,168496,15,4,6,0,4,1,0,1409,61,39,1
69,0,482816,15,4,6,0,2,1,0,0,85,27,0
61,4,117850,11,2,8,1,4,0,0,0,40,39,0
33,4,94882,11,2,11,1,4,1,0,0,40,39,0
68,4,138517,11,0,1,0,4,0,0,0,40,3,0
20,4,57011,15,4,4,0,4,0,0,0,50,39,0
38,4,88257,15,2,12,1,4,1,0,0,40,39,1
32,4,330895,11,4,1,0,4,1,0,0,40,39,0
43,4,355802,15,2,14,4,4,1,0,0,40,39,0
69,2,224415,2,4,10,1,4,1,0,0,40,39,0
42,0,164017,15,4,11,4,4,1,0,0,40,13,0
21,4,79444,9,0,3,0,4,1,0,0,50,39,1
36,4,107277,15,2,1,0,4,1,0,0,47,39,0
27,4,179429,15,4,6,1,4,1,0,0,25,39,0
25,4,104609,11,2,8,0,4,1,0,0,40,39,0
19,4,87692,11,4,0,4,2,1,0,0,40,39,0
21,4,144335,6,2,1,3,4,1,0,0,14,39,0
30,4,38108,15,4,0,5,4,1,0,0,20,39,0
52,4,107359,15,6,1,1,4,0,0,0,40,39,0
61,0,572644,9,4,3,0,4,1,0,0,88,39,1
60,6,109165,11,2,3,3,4,1,0,0,7,39,0
61,4,113169,15,0,3,1,2,0,0,0,40,39,0
60,4,457357,15,4,12,0,2,1,0,0,40,39,0
34,4,329126,9,2,3,5,4,1,0,0,40,39,0
42,4,209655,11,2,4,0,4,1,14090,0,49,39,1
16,4,83122,9,0,1,0,4,1,0,0,45,39,0
46,4,153076,15,4,6,3,4,0,0,0,23,39,0
53,4,100161,11,2,12,4,2,1,0,0,40,39,0
23,4,90904,15,4,6,1,4,0,0,0,40,39,0
21,4,175809,9,2,4,0,4,1,0,0,40,39,1
62,4,180867,15,4,6,4,4,1,0,0,40,39,0
33,4,31950,15,4,11,4,4,1,0,0,50,39,0
58,4,156601,15,4,1,0,4,1,0,0,47,39,0
24,4,32634,15,4,8,3,4,0,0,0,40,39,0
33,4,230791,15,4,1,1,4,1,0,0,40,39,0
48,7,175040,15,2,14,4,4,1,14085,0,40,39,1
60,0,512727,15,4,12,0,4,1,0,0,47,39,0
58,7,417248,9,2,14,4,2,1,0,0,40,39,0
46,4,295127,11,2,1,3,4,0,0,0,40,39,0
32,4,109655,11,2,1,3,4,0,0,0,40,39,0
53,0,532466,15,4,0,4,4,1,0,0,40,39,0
53,4,254306,11,2,6,0,4,0,0,1558,40,39,0
32,4,226989,15,4,10,1,4,1,0,0,50,39,0
61,4,37651,10,0,12,0,4,1,0,0,59,39,0
46,4,228386,11,4,10,0,4,1,0,0,50,39,0
28,4,139189,9,4,12,0,4,0,0,0,46,39,0
47,4,133081,14,4,8,0,4,1,0,0,40,39,0
37,4,100686,9,2,5,0,4,0,0,0,40,39,0
25,4,266290,11,4,3,3,2,0,0,0,21,39,0
58,4,175464,15,4,3,0,4,1,0,0,40,39,0
38,4,94261,15,2,3,1,4,1,14080,0,57,39,1
61,4,203645,15,6,3,1,4,0,0,0,40,39,0
47,4,171029,15,4,12,0,2,1,0,0,40,39,0
30,4,238147,4,2,10,0,4,1,0,0,50,39,0
61,4,39337,15,4,12,5,4,1,0,0,40,39,0
28,4,242278,15,4,12,5,2,1,0,0,50,39,0
48,4,177516,9,4,12,1,2,1,0,0,40,39,0
24,4,290857,11,2,6,0,4,1,0,0,40,39,0
25,4,162384,9,0,10,4,2,1,0,0,40,39,0
51,4,202754,2,4,10,4,2,1,0,0,40,39,0
53,6,249267,15,4,12,0,2,1,0,0,40,39,0
24,4,406550,11,2,3,0,4,0,0,0,46,39,0
31,1,188813,1,4,12,4,4,1,0,0,46,3,0
62,4,141872,11,2,6,1,4,0,0,0,40,39,0
23,4,310130,11,2,1,0,4,0,0,0,47,39,0
27,5,330252,9,2,10,0,4,1,0,0,40,39,1
26,4,222223,9,0,3,3,3,0,0,0,40,8,0
24,4,252196,0,0,0,3,2,0,0,0,15,39,0
25,4,175733,15,4,2,4,4,1,0,0,35,39,0
25,4,366800,15,4,1,1,4,0,0,0,37,39,0
37,4,186688,11,2,3,3,4,1,0,0,40,39,0
44,4,122388,11,2,4,1,4,1,0,0,40,39,0
48,4,179546,15,4,4,0,4,1,0,0,40,39,0
38,4,127538,5,2,3,0,4,1,0,0,50,39,1
30,4,241177,11,4,12,3,2,0,0,0,40,39,0
48,4,224239,9,0,1,3,4,0,0,0,40,29,0
30,4,156117,0,0,12,5,4,1,0,0,50,39,0
20,4,215146,9,2,4,4,4,1,0,0,40,39,0
38,2,184676,15,4,9,5,4,1,0,0,40,39,0
46,4,167984,11,2,14,1,2,1,0,0,40,39,0
40,1,108990,1,5,13,1,2,0,0,0,50,39,0
20,4,106189,11,4,6,4,4,0,0,0,20,39,0
45,4,150406,11,2,6,0,4,1,0,0,53,39,1
28,4,116527,15,4,6,1,4,0,0,0,40,39,0
47,5,168285,11,0,6,0,4,1,0,0,40,39,0
27,4,180538,11,2,0,3,4,0,0,0,10,39,0
31,4,113863,11,4,8,0,4,0,0,0,46,39,0
60,4,215730,7,2,3,3,4,1,0,0,40,39,0
48,4,256915,11,2,12,3,4,1,0,0,60,39,0
32,4,130792,15,4,1,1,4,1,0,0,40,39,0
24,4,93750,0,2,3,1,4,0,0,0,40,39,0
60,2,214877,15,4,3,3,4,1,0,0,40,39,0
16,4,108087,11,4,6,3,4,0,0,0,35,39,0
17,4,137148,11,4,0,3,4,0,0,0,18,0,0
25,4,103711,11,4,6,0,4,0,0,0,40,39,0
48,4,173021,15,4,12,0,4,1,0,0,37,9,0
21,4,205990,15,4,3,3,2,1,0,0,22,39,0
53,4,178231,12,2,12,0,4,1,14090,0,48,39,1
39,4,295918,9,2,5,0,4,0,0,0,40,39,0
38,4,221839,15,4,12,4,4,1,0,0,40,39,0
53,6,359617,15,2,3,5,0,1,0,0,40,39,0
23,4,99441,15,4,6,4,4,1,0,0,40,39,0
31,4,286123,15,4,12,0,4,1,0,0,40,39,1
27,4,220842,9,5,10,3,4,1,0,0,40,39,0
43,0,124250,3,4,12,0,4,1,0,0,40,39,0
33,6,218249,15,4,0,1,4,1,0,0,24,39,0
38,4,219083,15,4,12,0,4,0,0,0,40,39,0
36,4,176290,11,4,8,3,4,0,0,2065,40,39,0
48,4,184113,11,4,12,4,4,0,0,0,40,39,0
25,4,136487,0,2,13,0,4,1,0,0,14,39,0
41,4,142011,15,4,14,0,4,1,0,1837,40,39,0
21,4,113105,12,4,0,3,2,0,0,0,19,8,0
47,4,228549,5,4,0,0,4,0,0,0,36,39,0
33,4,169607,11,2,4,0,4,1,14090,0,54,39,1
38,0,189273,12,2,3,0,4,1,14090,1626,55,8,1
28,4,207933,15,4,1,4,4,1,0,0,40,39,0
29,4,104322,9,2,12,0,4,0,0,0,47,39,0
61,6,196359,11,2,8,0,4,1,0,0,58,39,1
72,2,299933,4,2,3,5,4,1,0,0,40,39,1
33,6,281736,11,4,12,3,2,1,0,0,24,39,0
59,4,263785,11,2,12,4,4,1,0,0,40,39,0
53,4,35894,15,0,12,5,2,1,0,0,40,39,0
52,4,111669,11,2,6,0,4,0,0,0,40,39,0
37,4,151227,9,2,6,0,4,0,0,0,50,39,0
61,0,377979,9,4,3,0,1,0,0,1472,50,39,1
60,4,219199,15,2,12,0,4,1,0,0,59,39,0
21,4,195081,15,4,11,0,4,1,0,0,40,39,0
57,4,402830,15,2,14,0,4,1,0,0,21,39,0
59,0,226952,15,4,12,0,4,1,14083,0,50,39,1
42,4,344699,11,4,12,5,2,1,0,0,40,39,0
61,4,189636,12,2,4,0,4,1,14090,0,53,39,1
21,4,275780,7,2,12,5,4,1,0,0,55,39,1
61,6,237764,12,2,10,0,4,1,48443,0,29,39,1
59,4,105995,11,2,3,3,2,0,0,0,40,39,0
60,4,210828,12,2,4,0,4,1,14090,0,52,39,1
46,4,128065,15,4,12,1,4,1,0,0,40,39,0
24,4,111053,11,0,12,0,4,0,0,0,50,39,1
38,4,256957,15,4,12,0,4,1,0,0,40,39,0
34,4,109812,12,2,3,5,4,1,0,0,40,39,1
22,4,167631,15,4,8,4,4,1,0,0,22,39,0
47,6,348511,15,2,14,4,4,1,0,0,40,39,0
25,4,99887,11,2,12,0,4,0,0,0,47,39,0
60,4,38124,11,2,8,0,4,1,0,0,40,39,1
33,4,76590,11,4,9,4,2,0,0,0,24,39,0
31,4,107886,1,4,9,3,2,1,0,0,22,39,0
46,4,168965,1,0,12,5,2,0,0,0,40,39,0
52,2,169828,15,4,10,4,4,1,0,0,40,39,0
27,6,222335,11,6,10,4,2,1,0,0,40,39,0
26,4,33550,7,4,1,3,4,1,0,0,21,39,0
29,5,220958,11,2,8,0,4,0,0,0,40,39,0
24,4,167038,11,2,1,3,4,0,0,0,40,39,0
59,4,34489,9,2,10,4,4,1,14090,0,40,39,1
26,4,148677,5,3,11,1,4,1,0,0,40,39,0
33,4,319143,9,2,10,1,4,1,14090,0,53,39,1
47,6,105619,3,4,0,0,2,1,0,0,40,39,0
26,4,101267,15,4,12,1,2,0,0,0,22,39,0
51,4,84499,15,4,12,4,4,1,0,0,50,39,0
22,4,356236,11,4,12,3,2,0,0,0,36,39,0
39,6,337073,15,4,12,0,2,1,0,0,50,39,1
32,4,94088,0,2,11,0,2,0,0,0,47,40,1
32,4,88383,9,4,1,0,4,1,0,0,40,39,0
31,4,127343,11,2,10,1,4,1,0,0,40,39,0
33,1,128043,11,2,10,1,4,1,14089,0,50,39,1
27,4,150396,15,4,6,3,4,0,0,0,19,39,0
38,4,127433,0,4,14,4,4,1,0,0,20,39,0
53,4,195827,11,4,8,2,4,0,0,0,40,39,0
26,4,321241,15,4,12,5,4,1,0,0,40,39,0
28,4,170671,9,0,10,5,2,1,0,0,40,39,0
60,2,108653,11,4,14,2,4,1,0,0,22,39,0
48,2,169852,15,4,14,0,4,1,0,1477,47,39,0
20,4,236170,0,4,9,4,4,0,0,0,40,39,0
46,4,153723,15,4,1,0,2,1,0,0,18,9,0
51,4,183933,15,2,12,0,4,0,0,0,40,0,0
27,4,255529,11,2,12,3,4,1,0,0,46,39,0
21,4,84099,11,4,1,3,4,0,0,0,40,39,0
46,4,155714,11,2,1,0,4,1,0,0,40,39,0
42,4,65668,11,6,11,0,4,1,0,0,50,39,0
47,0,195453,0,4,1,1,4,1,0,0,40,0,0
22,4,220395,9,0,1,3,2,0,0,0,40,8,0
28,6,106166,9,0,12,0,4,1,0,0,40,14,0
33,4,127673,0,4,11,1,4,0,0,0,47,39,0
25,4,130833,11,0,0,2,2,0,0,0,22,39,0
26,4,258829,11,2,8,4,4,0,0,0,40,39,0
19,4,96152,11,4,1,3,4,0,0,0,17,39,0
38,4,102913,15,4,1,1,4,1,0,0,40,39,0
61,2,43577,15,4,11,5,4,1,0,0,50,39,1
26,4,100816,15,4,12,4,4,0,0,0,40,39,0
48,6,169725,11,2,1,0,1,1,0,1506,40,39,0
24,4,114476,0,4,1,3,4,0,0,0,40,29,0
61,4,98140,11,4,12,1,2,0,0,0,26,39,0
48,4,151999,11,2,0,0,1,1,0,0,40,39,1
47,4,169509,15,0,1,0,4,1,0,0,40,39,0
30,5,155538,9,0,10,0,4,1,0,1523,40,39,1
26,7,154251,9,0,14,0,3,1,0,0,40,39,0
48,4,180761,15,2,12,3,4,0,0,0,40,39,0
27,4,161439,11,2,10,1,4,1,0,0,40,39,1
38,4,182355,11,2,4,0,4,0,48482,0,49,39,1
30,2,300229,15,4,12,4,4,1,0,0,40,39,0
25,4,255410,9,0,3,3,4,0,0,0,40,39,0
38,4,324982,11,2,8,3,4,0,0,0,23,39,0
45,4,123288,9,0,1,0,4,1,0,0,40,39,0
37,4,139901,15,2,3,0,4,1,14090,0,49,39,1
59,4,141179,15,2,10,0,4,0,0,0,40,39,0
61,4,271078,11,2,4,0,4,1,0,0,50,39,1
60,4,219678,15,2,12,4,2,1,0,0,40,39,0
75,0,504236,15,4,1,1,2,1,0,0,40,39,0
23,4,134225,0,4,1,3,4,1,0,0,37,39,0
25,6,264132,11,2,14,5,2,1,0,0,71,39,0
57,4,116228,15,2,14,0,2,1,0,0,40,39,0
43,4,177420,15,2,12,0,4,1,0,0,40,39,0
53,6,218497,15,4,10,1,2,1,0,0,40,39,0
68,4,112146,0,6,14,1,4,0,0,0,21,39,0
28,4,102824,9,4,12,0,2,0,0,0,40,39,0
37,4,78436,11,4,3,1,4,1,0,0,50,39,0
27,0,306647,15,4,12,5,2,0,0,0,40,39,0
52,4,306745,15,2,8,3,4,0,0,0,61,39,0
38,4,113374,0,0,3,3,4,0,0,0,17,27,0
30,4,166182,9,4,10,0,4,1,0,0,40,39,0
47,4,120701,11,2,1,1,4,1,0,0,50,39,1
22,2,317450,9,4,1,1,4,1,0,0,36,39,0
60,4,46162,15,4,12,4,2,1,0,0,40,39,0
20,4,143753,11,0,9,3,4,0,0,0,40,39,0
64,2,343619,15,4,1,0,4,1,0,0,47,39,0
21,8,122217,11,4,12,3,2,0,0,0,17,39,0
20,4,292899,9,0,3,0,4,1,0,0,40,39,0
22,5,335480,9,0,3,0,4,1,0,0,46,39,0
29,4,160543,9,2,10,0,4,1,0,0,50,39,1
60,4,417932,15,4,10,1,4,1,0,0,50,39,0
61,0,208264,15,4,12,0,4,1,0,0,60,39,0
31,4,182523,2,4,1,4,4,0,0,0,40,39,0
24,4,112741,1,0,1,4,2,1,0,0,40,39,0
27,6,305085,15,4,12,5,2,1,0,1849,40,39,0
19,4,221534,15,4,14,4,2,0,0,0,34,39,0
37,4,151856,9,0,12,0,2,1,0,0,40,39,0
20,4,111147,11,2,6,3,4,0,0,2076,36,39,0
53,0,129520,15,4,3,0,4,1,0,0,50,39,0
53,4,136259,11,2,12,0,4,0,48422,0,40,39,1
25,4,172164,15,4,1,1,4,1,0,0,18,39,0
23,4,211667,11,0,8,3,4,0,0,0,40,39,0
60,4,92694,12,0,10,3,4,1,0,0,40,39,1
68,0,106998,6,4,1,1,4,0,0,0,36,39,0
38,4,129361,11,2,1,0,4,1,0,0,45,39,0
60,4,79911,15,4,10,1,4,1,0,0,40,39,1
36,4,76549,15,4,9,0,4,1,0,0,24,39,0
61,4,271620,11,2,4,0,4,1,48482,0,56,39,1
33,4,130140,9,4,10,3,2,0,0,0,40,39,0
38,4,47489,15,4,9,4,2,1,0,0,24,39,0
53,4,212628,11,2,12,0,4,1,0,0,40,39,1
61,4,338396,15,4,12,1,2,1,0,0,40,39,0
51,1,68680,11,2,10,3,4,1,14077,0,8,39,1
20,4,108549,11,2,1,1,4,1,0,0,62,39,0
51,4,214442,15,2,4,1,4,1,0,0,40,39,1
27,4,96837,15,4,1,4,2,1,0,0,40,39,0
61,4,118972,15,2,10,1,4,1,0,0,40,39,1
39,2,345243,9,0,3,4,4,1,0,0,40,40,0
47,4,118639,11,2,4,1,4,0,0,0,61,39,0
25,4,111550,11,4,1,0,4,0,0,0,40,27,0
21,4,226992,9,0,5,0,2,1,0,0,40,20,0
45,4,187079,15,4,6,4,4,1,0,0,19,39,0
25,4,151785,15,2,5,1,4,1,0,0,50,39,0
54,4,249131,15,2,3,0,4,1,0,0,40,39,0
44,4,166629,15,4,14,3,4,1,0,0,45,39,0
46,5,176163,9,0,0,0,4,1,0,0,40,39,0
73,6,417281,6,2,10,0,4,1,0,0,45,39,0
54,0,496559,15,4,14,1,4,1,0,0,40,39,0
43,0,322406,11,4,5,0,4,0,0,0,40,39,0
43,2,336649,11,4,12,5,2,0,0,0,40,39,0
26,0,415538,15,4,1,1,4,1,0,0,40,39,0
42,6,108157,11,4,3,1,4,1,0,0,50,29,0
28,8,95534,9,6,11,1,4,1,0,0,50,39,1
23,4,300967,9,0,9,3,4,0,0,0,40,39,0
24,4,156796,11,4,6,4,2,0,0,0,20,39,0
26,4,150693,9,0,9,4,2,1,0,0,19,39,0
19,4,127346,11,4,1,3,4,0,0,0,23,39,0
25,4,174306,0,4,0,3,2,1,0,0,40,39,0
20,4,93669,11,2,6,0,4,1,0,0,40,39,0
38,4,170953,11,2,6,0,4,0,0,0,40,39,0
39,4,181083,9,2,4,0,4,1,14090,0,49,39,1
25,4,405901,11,4,5,3,4,0,0,0,40,39,0
26,5,277639,9,2,9,4,4,1,0,0,40,39,0
19,4,123570,11,4,0,3,2,0,0,0,16,8,0
61,4,228156,15,6,11,1,4,0,0,0,27,39,0
61,6,137162,11,2,12,0,4,0,0,0,40,39,1
54,4,162552,11,3,3,0,4,0,0,0,40,39,0
47,4,149783,11,0,12,0,2,0,0,0,37,39,0
53,4,264566,11,2,8,3,4,0,0,0,40,39,0
25,4,210837,9,3,10,3,4,0,0,0,40,39,0
32,4,85919,11,2,0,0,4,1,0,0,37,39,0
47,4,178075,15,4,14,4,4,1,0,0,40,39,0
26,2,278996,15,2,1,1,4,1,0,0,40,39,0
26,4,158988,11,2,3,0,2,1,0,0,40,39,1
53,0,444403,15,4,3,1,4,1,0,0,50,39,1
36,4,160035,11,2,6,0,4,0,0,0,47,39,0
51,2,94579,8,6,13,3,4,0,0,0,40,39,0
29,4,292990,9,2,12,3,4,1,0,0,40,39,0
47,4,128164,11,4,12,0,2,0,-731,0,60,19,0
20,4,261892,11,4,6,3,4,0,0,0,40,39,0
32,4,189209,11,4,3,0,2,0,0,0,40,39,0
42,4,113181,15,2,14,0,4,1,0,0,61,39,0
41,4,128764,11,2,3,3,4,1,0,0,40,39,0
22,4,168537,9,0,9,0,4,1,0,0,40,39,0
61,4,183756,11,2,12,0,4,1,0,0,50,39,0
25,4,81759,11,0,9,3,4,0,0,0,40,29,0
25,4,172726,0,4,14,4,4,1,0,0,40,39,0
23,4,167046,15,4,5,0,4,0,0,0,21,39,0
26,4,138004,0,2,6,1,4,0,0,0,23,39,0
36,4,264107,11,4,0,3,4,0,0,0,40,39,0
38,4,204093,11,2,1,0,4,1,0,0,61,39,0
37,4,106433,11,2,9,0,4,0,0,0,40,39,0
28,4,171705,15,4,12,0,4,1,0,0,40,39,1
24,4,157749,11,4,12,0,2,1,0,0,40,39,0
33,4,103798,15,2,3,0,4,0,0,0,50,39,0
61,6,132148,12,2,8,0,4,1,0,0,58,39,1
60,4,241376,11,2,3,3,2,0,0,0,40,39,0
26,4,405702,15,4,0,0,4,0,0,0,60,39,0
24,4,96461,9,4,1,0,4,1,0,0,46,39,0
26,4,175945,15,4,14,0,2,1,0,0,40,39,0
38,4,188334,11,2,4,0,4,1,48477,0,40,39,1
61,0,428779,15,4,12,0,4,1,0,0,50,39,1
47,4,340634,11,5,14,3,4,1,0,0,21,39,0
61,4,212494,12,2,10,0,4,1,14090,0,47,39,1
20,4,115727,0,0,1,4,4,0,0,0,19,39,0
61,0,501195,15,4,11,5,4,1,0,0,40,39,0
21,4,193913,11,0,14,0,4,0,0,0,40,29,0
27,4,140547,11,2,1,1,4,1,0,0,40,39,0
32,1,44162,1,5,2,4,4,1,0,0,50,39,0
37,4,198501,15,2,12,0,4,1,0,0,40,39,0
48,4,162575,14,4,3,1,4,1,0,0,40,39,0
33,4,141652,11,4,1,1,4,1,0,0,20,39,0
27,4,197092,9,2,3,0,4,1,0,0,40,39,0
38,4,99546,15,2,4,0,4,1,48482,0,51,39,1
36,4,155783,11,2,12,0,4,0,0,0,40,39,0
63,4,166552,6,2,1,1,4,1,0,0,40,39,0
20,4,437082,15,4,14,4,2,1,0,0,10,39,0
27,5,107393,9,3,10,4,4,1,0,0,40,39,0
39,4,208909,12,2,10,0,4,1,14090,0,50,39,1
20,4,313320,9,4,9,3,4,0,0,0,16,39,0
51,4,192267,15,6,1,0,4,0,0,0,13,25,0
20,4,55577,9,0,12,0,4,0,0,0,45,39,0
28,4,350904,15,4,3,0,4,1,0,0,50,39,0
19,4,122560,11,4,0,3,4,0,0,0,40,27,0
21,4,77135,15,4,1,1,4,1,0,0,21,39,0
60,4,159064,15,4,3,1,4,1,0,0,40,39,0
60,4,120543,0,3,3,3,4,0,0,0,22,39,0
33,4,225139,15,4,10,4,4,0,0,0,40,39,0
25,4,118191,15,2,10,0,4,1,48482,0,54,39,1
18,5,271770,9,4,14,3,4,1,0,0,40,39,0
61,2,228942,15,4,14,1,4,1,0,0,40,39,0
61,0,385881,11,2,6,0,4,0,0,1487,50,39,0
46,4,196765,0,2,5,1,4,0,0,0,40,39,0
75,6,282046,4,2,12,5,4,1,0,0,40,39,1
57,4,105271,9,2,10,0,4,1,181,0,44,39,0
31,4,209456,11,2,4,0,4,0,0,0,46,39,1
24,4,224476,9,4,1,1,4,0,0,0,40,39,0
29,4,260196,11,4,12,0,4,0,0,0,36,39,0
27,4,97191,11,0,3,0,4,1,0,0,56,39,0
21,4,193219,15,4,8,3,4,0,0,0,19,39,0
42,4,122613,11,2,12,0,4,1,0,0,50,39,0
23,4,306454,15,2,1,1,4,0,0,0,40,39,0
53,4,116603,15,2,12,1,4,1,14090,0,50,39,1
61,0,477408,15,4,13,1,4,1,0,0,50,39,1
22,4,100803,9,2,6,1,4,0,0,0,45,39,0
33,4,160317,15,0,3,3,4,0,0,0,40,39,0
61,4,226751,11,4,6,3,4,0,0,0,40,39,0
48,4,327410,15,4,12,5,4,1,0,0,40,39,1
30,5,423353,9,0,3,3,4,0,0,0,40,39,0
26,5,165808,11,2,12,0,4,1,0,0,61,39,0
47,4,446202,15,4,0,3,4,1,0,0,40,39,0
39,4,180010,11,2,6,0,1,1,0,0,40,39,1
21,4,201342,9,0,10,0,4,0,0,0,40,39,0
25,4,108887,9,2,10,0,4,1,0,0,46,39,1
19,4,101840,15,5,2,4,4,1,0,0,36,39,0
22,4,143049,9,4,12,0,4,1,0,0,46,39,0
48,4,154225,15,4,0,0,4,1,0,0,40,39,1
27,6,173390,9,2,12,0,4,1,0,0,46,39,1
53,4,353479,1,4,10,0,4,1,0,0,40,39,0
42,4,201384,11,2,6,1,4,1,0,0,40,39,0
23,4,206337,15,4,1,0,4,0,0,0,40,39,0
24,5,126395,9,0,9,0,2,0,0,0,40,17,0
33,4,319911,9,4,12,4,2,1,0,0,40,39,0
49,4,150150,11,2,1,0,4,1,0,1458,40,39,0
58,4,192715,14,4,8,3,4,0,0,0,40,39,0
47,4,220342,15,4,3,3,4,0,0,0,40,39,0
20,3,128304,15,4,6,3,4,0,0,0,40,39,0
61,6,45106,0,4,9,4,4,0,0,0,40,9,0
53,4,346285,11,4,13,0,4,1,0,2096,40,39,0
27,4,385142,15,4,10,4,4,1,0,0,40,39,0
48,4,163513,8,2,12,0,4,1,0,0,40,39,1
68,4,271581,11,2,11,1,4,1,0,0,40,39,0
27,4,166542,15,4,1,5,4,1,0,0,40,5,0
54,4,238363,9,2,10,1,4,1,0,0,50,39,1
42,4,173000,11,2,1,0,4,1,0,0,36,39,0
51,4,238537,15,4,14,2,4,1,0,0,50,39,0
38,4,182316,11,2,3,0,4,0,0,0,50,39,0
38,0,482849,15,4,0,0,4,0,0,0,40,39,0
57,4,196860,11,4,0,3,4,1,0,0,7,39,0
38,4,217850,11,4,3,3,4,0,0,0,40,12,0
